,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
10,XGLM,فقبل عودة البرادعى بأربعة شهور فقط قال دبلوماسى غربى فى القاهرة للصحفى الأمريكى إن جمال,2.9,ar, عبد الناصر قد أصدر أمراً بتقديم لرئيس وزراء السودان السادات دعوة إلى الزيارة.. وقبل ثلاثة أشهر، قال أحمد فريد نور الدين وزير الداخلية لـBBC إن السفارة البريطانية فى القاهرة كانت قد بعثت دعوة لجمال عبد الناصر لحضور الزيارة.. وفى يونيو 1974، كشفت صحيفة «واشنطن بوست» الأمريكية، عن أن عبد الناصر ومجموعة من الوزراء العرب كانوا قد استأجروا مسرحاً لحفلة غنائية لملك الأردن.. وفى مايو 1975 قال دبلوماسى للقناة الأمريكية «NBC»: إن مصر لديها «الكثير مما يحتاجه جمال عبد الناصر من أن يزوره قريبا,Formal,598,Formal,134,3643,2022-11-27T23:01:12.040044Z,2022-11-27T23:01:12.040057Z,167.091
11,BLOOM,بعد أن اعترف المتهم لجهات التحقيق بهيئة التحقيق والادعاء العام باغتصابه للمئات من الضحايا بين,7.1,ar,"هن نساء وأطفال، أقر بأنه لم يكن على دراية بقانونية الفعل الجنسي الذي قام به على الأطفال والنساء.. وأقر المتهم بأنه يقوم باغتصاب فتيات صغيرات تحت عمر السادسة عشرة.. وكان المتهم قد اعترف بهيئة التحقيق والادعاء العام بأنه باغتصب نحو ألف امرأة وفتاة من بينهم نساء وأطفال بعد أن طلب من المجني عليهن مبالغ مالية مقابل ممارسة الجنس معه.
وقد تم القبض على المتهم وتبين أن لديه قرابة مائة حساب بنكي مختلف.. وكشفت عمليات البحث والتحري التي قام بها رجال الأمن في شرطة منطقة الرياض عن أنه كان يخفي هوية أصحابه ويستخدم بياناتهم الشخصية من أجل النصب والاحتيال على الآخرين وسرقة ما بحوزتهم من نقود وأموال.. وبعد أن سلمت الجهات المعنية",Formal,1188,Formal,134,3642,2022-11-27T22:58:23.925857Z,2022-11-27T22:58:23.925873Z,10.234
12,XGLM,كما قلت لكم مقاطعة السلع مهما كانت افضل تعبير عن وعي المواطن الاردني شو يعني,7.5,ar, كلامك عن وعي المواطن الأردني ؟؟ انا عن نفسي شاهدت مقاطعة السلع والمنتجات بمهرجان العقبة للسياحة في رمضان الماضي وكان فيه أكثر من 600 شاليه ولم يتم ادخال أي منتج جديد الا المنتج الذي تم مقاطعته والبعض يفتخر بمقاطعته والبعض يتضرر منه فكيف تقارن مقاطعة السلع وبلوغ نسبة من السلع المعروضة لمليون وحدة مع نسبة مئوية مادية أقل في السلع المعروضة في رمضان هذا العام ؟؟,Informal,656,Informal,134,3641,2022-11-27T22:58:12.611057Z,2022-11-27T22:58:12.611074Z,4.944
13,XGLM,مدرب وطني سعودي خير لكم في ظل تواجدلاعبين في أمّس الحاجةلمدرب قريب منهم يدعمهم نفسيا,7.5,ar,ً وجسدياً. #فخر_الوطن #خضر_الملكي #الملك_محمد_بن_سلمان.. #السعودية_الرياض #الرياض_السعوديه #الدوري_السعودي #الهلال_السعودي #الزعيم_السعودي #الاتحاد_السعودي #النصر_السعودي #الاهلي_السعودي #الاهلين_السعوديين #عروس_العالم #الهلال_الهلال #النجم_السعودي #الهلال_الهلال #الزعيم_الهلال #الاهلي_الاهلي #الزعيم_الاهلي #الهلال_الهلال #الاهلي,Formal,784,Incohesive,134,3640,2022-11-27T22:58:06.658380Z,2022-11-27T22:58:06.658395Z,14.698
14,BLOOM,"أستكبر وقال أنا خير من آدم , من باب المفاخرة طرده الله من رحمته وجعله",3.0,ar,"أستكبر وقال أنا خير من آدم, من باب المفاخرة طرده الله من رحمته وجعله  مؤمنا. وعن ابن عباس أنه كان يكثر القول في أمر إبراهيم, فقيل له : ألا  تخلف ولدك عند أخوالك ؟ قال : إن بني أخي يأتونني فيرد علي ما قالوا ثم  يأتي أخي فيسألهم ما قالوا فما أدري ما أقول في ابن أخي ؟ فأتيت أختي  فسألتها : كيف رأيت ؟ فقالت : أنت أعلم بما أقول, إني أخاف عليه النار,  فدعا بها فقال : اذهبي إلى أخوالك, فلما أن جئت إليهم وجدوا ابنه قد  قبضهم جميعا, فوضعوا يده اليمنى على ظهر آدم فرفعته إلى السماء, ويده  اليسرى على ظهر إسحاق فرفعته إلى السماء, ويده اليمنى على ظهر يعقوب فرفعته  إلى السماء,",Formal,956,Formal,134,3639,2022-11-27T22:57:51.188868Z,2022-11-27T22:57:51.188884Z,141.135
15,BLOOM,فعلا بعيد عن أي حاجة مش عاوزين حد من اخواننا البعدا يشمت فينا ويقول آدي,3.0,ar, حبا في النادي.. وبعدين ممكن يكون اللي ما يحب النادي من الآخر عايزين من النادي يبطل من التمسك بيهم أو بس ما بيحبوا النادي ده عشان حد بيسألهم ويحبون النادي لكن ما حد يعرف في كل الاحوال اللي كانت تقول كده ممكن تكون أكيد غلطه. بس انا هنا شايف انها فعلا غلطه.,Informal,883,Informal,134,3638,2022-11-27T22:55:29.169668Z,2022-11-27T22:55:29.169685Z,4.33
16,XGLM,8 مليون مواطن مصابون بالسكر والمركز الثاني على مستوى العالم في الوفاة بسبب المرض (,2.9,ar,رويترز-أرشيف-محمود عبد المنعم يوسف-أرشيف-اليوم السابع وتحت الطبع-أرشيف-اليوم السابع-محمد سمير,Formal,575,Incohesive,134,3637,2022-11-27T22:55:23.438305Z,2022-11-27T22:55:23.438323Z,36.752
17,BLOOM,مدرب وطني سعودي خير لكم في ظل تواجدلاعبين في أمّس الحاجةلمدرب قريب منهم يدعمهم نفسيا,7.1,ar," وجسديا ويدعم الفريق في كل مباراة.
كما اكد ان الجماهير هي الوقود الحقيقي لاي لاعب ومهما كان لاعب جيد ولا يحصل على اي اشادة من الجماهير قد يؤثر ذلك على معنوياته.
يذكر ان نادي الهلال يتواجد في صدارة المجموعة الثانية برصيد 9 نقاط ويتصدره ايضا بفارق الاهداف النصر",Formal,1184,Formal,134,3636,2022-11-27T22:54:45.557968Z,2022-11-27T22:54:45.557985Z,23.57
18,BLOOM,كيف يكون الاقتراض هو الحل لمشكلة العجز المزمن في الموازنة اي منطق هذا الذي يريد,3.0,ar, ان يفرضه على البلد على الجميع من دون استثناء.؟ ‏   هذا الاستفراد بالاقتراض هو ضرب من جنون الدولة التي لم تعد تعرف كيف تنفق المال العام وتتصرف به، وانما هو محاولة لممارسة التسلط على المواطنين، خاصة وان هذا المشروع بات محفوفاً بكل المخاطر، فمصادر تمويله متباعدة، ومصارفنا لا تجيد التعامل مع مثل هذه القروض، وهذه المرة لا ننسى ان في هذه القضية مصالحاً خاصة بالاسرة الحاكمة، والافضل هو ان يتدارس كل شخص هذه القضية على حدة كي لا يقع في متاهات لا يعلم خفاياها الا الله. ‏   وما يؤلم ان نشير الى هذه المعطيات، ونضع في الاعتبار ان مجلس,Formal,911,Formal,134,3635,2022-11-27T22:54:21.318109Z,2022-11-27T22:54:21.318127Z,8.656
19,BLOOM,و ارجو من جمهور الزمالك عدم الأنسياق وراء استفزازات انصار الحكام و عدم الرد عليهم,3.0,ar," بهذه الطريقة الغير حضارية.
كشفت شركة “سامسونج” الكورية الجنوبية عن أحدث إصداراتها “جالاكسي إس7″ الذي يأتي بتصميم مميز، حيث يأتي بشاشة كبيرة قياس 5.7 بوصة بذاكرة عشوائية بحجم 3 غيغابايت.",Informal,808,Formal,134,3634,2022-11-27T22:54:11.843043Z,2022-11-27T22:54:11.843061Z,5.156
20,BLOOM,على فكره مش هتكسبوا فى اى لعبه الا لما يكون الحكم الملاكى ايدى ماييه موجود,7.1,ar," ومش هينفذ اى حكام الا لما يكون الحكم البشرى موجود.. انا عاوز نفرض كده ان الحكم الملاكى عنده صلاحيات تانيه ويضرب عن اي حد عشان يخلي الحكم البشرى ينفذ اى قرار
انا مش عارف كل ده مش معقول ازاى ولا حتى انا انفذ ولا هافوت ولو مر على الحكم البشرى واحد غلط انفذ حكم الملاكى ؟.. انفذ الحكم البشرى ولو كان ظالم انفذ الحكم الملاكى.. مش هاعمل كل ده علشان خاطر الناس تروح تشتكى من الحكام.. انا عايز انفذ الحكم البشرى سواء كان ظالم او مظلوم وانفذ الحكم الملاكى اذا كان الحكم البشرى ظالم
الهدف الاول من الفيديو ان اقنعكم انه لا بد",Informal,1077,Informal,134,3633,2022-11-27T22:54:06.003009Z,2022-11-27T22:54:06.003026Z,56.754
21,BLOOM,انت فعلا من الرجال الاحرار والشرفاء وان شاءالله لك الاجر والثواب العظيم من الله سبحانه,3.0,ar, وتعالي واجرهم يكون في الدنيا والاخرة ، ولكن لو كانت هذه المقولة حقا لما تم الزواج لاننا نسمعها دائما ولكن لا نعرف عنها اي شيء فقط نقرأها فقط ولم نعرف ان لها اصل ولا معنى في الاعراق العربية.,Formal,999,Formal,134,3632,2022-11-27T22:53:08.600574Z,2022-11-27T22:53:08.600590Z,21.967
22,BLOOM,ابو متعب ابي قرض حسن لا هنت وترى الي ابيه مهب واجد بل هو نسبة,7.1,ar," عالية جدا لطلب القرض في الكويت ويشترط وجود ضمانات مالية عالية جدا عند تقديم القرض في الكويت وتوجد مجموعة من الخطوات التي يجب اتباعها عند الموافقة على طلب قرض حسن في الكويت وتختلف الشروط والرسوم بناءا على طلب القرض في الكويت حيث تقوم مجموعة شركات بتمويل حسن في الكويت بالبحث عن ضمانات مالية لدى مقدم الطلب للقرض من اجل ضمان نجاح العملية والتمويل في حال وجود أي مخالفات مالية للمتعامل مع البنك وقد يوقع على عقد ضمان للقرض في الكويت
هل القرض الحسن في الكويت من الممكن أن يدفع للغير ؟ الجواب: لا يوجد أي اتفاق على دفع القرض للغير في الكويت
هل القرض الحسن في الكويت قانوني؟ الجواب: لا يمكن للبنك الذي يتعامل",Informal,1010,Formal,134,3631,2022-11-27T22:52:45.550411Z,2022-11-27T22:52:45.550426Z,19.885
23,BLOOM,أنا رأيت عامل النظافي في عمان لمدة أكثر من نصف ساعة يتكلم بجهازه النقال !,7.1,ar,"أنا رأيت عامل النظافي في عمان لمدة أكثر من نصف ساعة يتكلم بجهازه النقال!!!!!!!!!
بفضل الله و بعد بحث طويل على الانترنت عن شركة تنظيف بالخبر ، وجدت شركة تنظيف منازل شرق الرياض التى تقوم بخدمات تنظيف المنازل بجميع انواعها ، فالشركة تتمتع بخبرة كبيرة فى مجال تنظيف المنازل ، و تتعامل مع اهم المشاكل التى تواجه عملائها اثناء التنظيف كما انها تمتلك امهر و افضل فريق عمل ، فهو فريق كامل من الفنيين و المتخصصين ، فهم يمتلكون جميع الادوات و المعدات ، و اجود انواع المنظفات و الكيماويات التى تساعد على التنظيف ، كما انهم من ذوى الكفاءة و الخبرة التى تساعدهم على انهاء العمل فى وقت قصير للغاية ، و لذلك احرص على اختيار شركة تنظيف منازل شرق الرياض ، فكلنا نتفق على انها الافضل على الاط",Formal,1180,Formal,134,3630,2022-11-27T22:52:24.936936Z,2022-11-27T22:52:24.936959Z,14.28
24,BLOOM,"مشكلة المجتمع أنه نظرته للمرأه نظره جنسيه , , ذبحتهم ها ياناس الشيخ يقول قال",3.0,ar,"مشكلة المجتمع أنه نظرته للمرأه نظره جنسيه,, ذبحتهم ها ياناس الشيخ يقول قالو من انحش برجالهم انحش بزوجاتهم انا مش حاسبه عليكم اني اخون زوجي اني اخون ابنتى لو انحشتي من رجل يحترمني ويحترمنى يحترمني وينظرون لى باحترام فانا حاسة ان الناس انخدعوه وانكشفت حقيقته
انت مش حاسة اى فرق اذا انحشتى من امك او من ابنتك او اى انسان يااااااه بجد مش حاسه انا اعتب ان الانحش من الرجل غير انحش من المرأة بس انحشى من الجميع
موافقة إدارة البورصة على تقديم عرض شراء على أسهم بنك مصر بقيمة إجمالية 2.5 مليار جنيه بقيمة اسمية 10 جنيهات للسهم
وقالت",Formal,992,Informal,134,3629,2022-11-27T22:52:09.949168Z,2022-11-27T22:52:09.949190Z,9.862
25,XGLM,انت حاقد ويبدوا ان الشروق اجزلت لك العطاء فهنيئا لك الشروق وهنيئا لنا استقالتك حتى,7.5,ar, نرى هذا الجهل والمشايخ على صهوة القطط لا يعرفون من اين تأكل الطير حتى يكونوا على هذه الحالة من الهراء والسفه,Informal,693,Formal,134,3628,2022-11-27T22:51:59.392098Z,2022-11-27T22:51:59.392116Z,5.677
26,BLOOM,"اعتقد قرار اللجنة صائب ياأخي الكاتب الأزرق , لأنه لو أوقفت فيقاروا كان عليها ايضا",3.0,ar,"اعتقد قرار اللجنة صائب ياأخي الكاتب الأزرق, لأنه لو أوقفت فيقاروا كان عليها ايضا ان تلزمهم بدفع تعويضات مالية للطلبة الذين اضطروا لتكملة السنة بسبب إيقاف الدراسة في كل جامعة.
لكن لماذا يجب ان تتضرر الجهات الحكومية من قرار هذه اللجنة ؟, كيف يمكن ان تلغي الحكومة قرار وزارة التعليم العالي لوقف الدراسة في الجامعات ؟!, هذا قرار سياسي يلزمه اعضاء البرلمان فقط, اذا كان قرار اللجنة صائب, لماذا تحمى الحكومة هؤلاء الطلبة من خسارة العام الدراسي بسبب ذلك القرار ؟!!, ان هذا القرار سياسي بحت, ومن حقنا ان نعرف لماذا قامت الحكومة بهذه الخطوة, يجب ان نطالب الحكومة بتقديم استقالتها على الفور, لانه يجب ان تكون وزارة التعليم العالي فقط هي المسئولة عن وضع البرامج الجامعية, وليس من حق الحكومة التدخل في عمل تلك الوزارة.
و",Formal,990,Formal,134,3627,2022-11-27T22:51:52.923563Z,2022-11-27T22:51:52.923585Z,120.866
27,XGLM,اخي سيف ال خطاب عليهم وارهم وعلى كل من يريد التقليل من شباب اليوم ورجال,2.9,ar, الاعمال المخلصين الى مواطنين خدمين لا يعرفون ما يفعلون ولا يستطيعون انجاز الا ما يكلف اليه الشعب.,Formal,594,Formal,134,3626,2022-11-27T22:49:51.083688Z,2022-11-27T22:49:51.083706Z,9.424
28,BLOOM,الى الشخص الذى يقول ان المعتقلين فى المكان الطبيع . . . تحيه لامن .,3.0,ar,"الى الشخص الذى يقول ان المعتقلين فى المكان الطبيع... تحيه لامن. من. عدن
الساعة الثامنة صباحا تم استدعاء المباحث و من ثم فوجئت بصاحبات المعجبات و من ثم الحرس الوطنى و تم الاستيلاء على المعجبات و الاعتقال لمدة يومين متتاليين. من من اليمن. عدن
العاشرة صباحا تم إخلاء سبيل المعجبات و التوديع ، لم يتم معرفة مصيرهن ، و من ثم توجهت السيدة و معجباتها الى مركز الاذاعة والتلفزيون
الساعة 12 ظهرا توجه معجبو المعجبة التونسية الى نقطة الشرطة بصحبة صحفية القناة ، حيث تم استدعاؤهم من قبل شرطى القناة كما تم إبلاغ شرطة مكافحة المفرقعات
الساعة السابعة مساءا تم",Formal,974,Formal,134,3625,2022-11-27T22:49:40.939973Z,2022-11-27T22:49:40.939998Z,7.3
29,BLOOM,سبحان الله كم كنت متلهف لغناء ابوبكر لقصيدة من قصائد فائق عبدالجليل مجددا بعد الاعمال,7.1,ar," الناجحة التي قدمها ابوبكر في اعمالة السابقة. كما اسعدني هذا التعاون لانني من خلال هذا العمل تعاملت مع مخرج سعودي يمتلك خبره جيده وهو المخرج عبدالباري الزيد، الذي سبق وان قدمت معه عملا كبيرا بعنوان """"بابا"""" وقد حقق نجاحا رائعا.
وعن هذه التجربة يقول:
""""ان هذه التجربة ليست جديدة عليّ، بل شاركت فيها من قبل حيث قدمت عملا بعنوان """"بابا"""" وقد حقق نجاحا رائعا مع المخرج السعودي عبدالرحيم عبدالجواد، حيث قدمت له في العام 2005م عملا بعنوان """"المال والبنون"""" وقد اثار ذلك العمل لدى العديد من الفنانين والمهتمين في تلك الفترة خصوصا ان العمل كان يصور في العراق ويتطلب ذلك اعدادا جيدا",Formal,1112,Formal,134,3624,2022-11-27T22:49:32.754018Z,2022-11-27T22:49:32.754034Z,7.075
30,XGLM,ثانيا الى اصحاب التعليق رقم 4 - 5 - 6 بدل ما تتكلموا اى كلام,7.5,ar, فاضي لا معنى له فاتركوا وشأنكم ارجو عدم التعليق مرة ثانية لاننى سوف اعاقبك لاني لا احب التطفلين اتركوا التعليق ولا تندمون - الله لا يحرمنى منكم وجزاكم الله كل خير -,Informal,649,Incohesive,134,3623,2022-11-27T22:49:24.682465Z,2022-11-27T22:49:24.682480Z,14.025
31,BLOOM,مش قصدي والله أسخر من اخواننا المسيحيين لكن نفسي نتعلم نفرق بين القيمة التاريخية لقطعة,3.0,ar," الأثر من ناحية وقيمتها الفنية من ناحية اخرى
أهم شي نركز على القيمة التاريخية للأثار, فبعضها يحتاج لإصلاح من الداخل, أما القيمة الفنية فهي للجمهور ولا تهمنا, فاليست قيمة الاشياء التاريخية قيمة مادية فقط, فالبعض يقوم بشراء قطع من المعبد لكي يضعها في معرضه الخاص
أقولها بكل صراحة ،لا أحد هنا يستهدف المسيحية ، بل إننا نهدف إلى التعريف بها من جميع النواحي ، فمهما كان الأمر فهو مهم للغاية.
لا أهدف لإقناع الاخرين بأن المسيحية ليست كذلك ، فقد رأيت هذا بالفعل في العديد من المواقف ، بل إنني قد أبدو كمشجع للغرب ولكن هذا ليس بسبب أنني أحبه ، فهذا رأي شخصي ، ولكنني",Informal,890,Formal,134,3622,2022-11-27T22:49:09.768650Z,2022-11-27T22:49:09.768671Z,12.825
32,XGLM,سر الى الامام يا اخضر و الاخضر كبير بمن حضر ولا يهمنا احتراف اكثرمنلاعب فالكبير,7.5,ar, هو اهلاوي يا هلا فيك يا اهلاوي.......................,Informal,613,Informal,134,3621,2022-11-27T22:48:56.317712Z,2022-11-27T22:48:56.317728Z,6.918
33,XGLM,مع الاحترام الكبير الذي أكنه للأخ سميح المعايطة ، أرى أن خيار مقاطعة الانتخابات خيار,7.5,ar, جيد وأوافقه ، أين هو من الواقع ؟ أين هي من الشرعية ؟ أين هي من الضرورة ؟ وكيف أجازه البرلمان ؟ لقد كان لأهل مصر دعوة لمقاطعتها ، ولم يكن هناك أي نقاش أو مناقشة لهذا الطرح ، ولكن من كان يريد أن يستغل هذا الطرح ؟ ومن كان يريد أن يستغل هذه الدعوة من قبيل السرقة على الطريقة التي يزعم أن الديمقراطية بها السرقة والسطوة ؟,Formal,723,Formal,134,3620,2022-11-27T22:48:38.545466Z,2022-11-27T22:48:45.598707Z,73.82499999999999
34,BLOOM,نبارك للوحدات وجماهير الوحدات العريضة بمناسبة احراز اولى بطولات والثنية انشالله على الطريق بكأس الكؤووس,7.1,ar, واهلا بضيوفنا الكرام من المنتخب السعودي الذين شرفونا بزيارتهم لنا ونأمل ان تسود الروح الرياضية بين الفريقين ونتمنى للجميع حظا اوفر في المباراة القادمة.,Formal,1157,Informal,134,3619,2022-11-27T22:47:26.051746Z,2022-11-27T22:47:26.051763Z,32.39
35,BLOOM,سلملى على ابراهيم حسن اللى عاوز ياخد الدورى وحياة . . . ما هيشوف الدورى,3.0,ar,"سلملى على ابراهيم حسن اللى عاوز ياخد الدورى وحياة... ما هيشوف الدورى تانى ؟؟؟؟
@ من منكم ياخد دورى وحياة بعد فشل الموسم اللى اتلتحفت به الكابتن حلمى طول مدة الموسم دى ؟؟؟؟",Informal,899,Informal,134,3618,2022-11-27T22:46:52.953210Z,2022-11-27T22:46:52.953226Z,74.769
36,XGLM,كل يوم خبر بالجريده اب يقتل بنتو بداعي الشرف ثم صار الاب يزني ببنته وبطلو,7.5,ar, وزوجها معو وبنتينو بعدين اعطاهم الولد وقبل يوم من يوم الزنا ماتو من البرد وزوجها قال انهم قتلووه,Informal,661,Informal,134,3617,2022-11-27T22:45:36.885244Z,2022-11-27T22:45:36.885265Z,31.245
37,XGLM,قرأت مقالات الأخوان قبلي وحبيت أن أشارك في الموضوع . . . قناة الجزيرة هل,7.5,ar,قرأت مقالات الأخوان قبلي وحبيت أن أشارك في الموضوع... قناة الجزيرة هل تعلمون أنها قناة أجنبية ؟؟ ولقد أثبتت أن المفكرين المسلمين ليسوا في مستوى قناة الجزيرة ، بل وحتى قناة العربية ؟؟ لا أريد الحديث عن البرنامج الهادئ الهادئ الهادئ....,Formal,707,Formal,134,3616,2022-11-27T22:45:04.455799Z,2022-11-27T22:45:04.455812Z,94.79
38,XGLM,وبعدين لما هو فعلا عاوز يمشي المدارس بجد وعلي حق المفروض ده يحصل من اول,7.5,ar, يوم المدرسة بس يلا ربنا ينوالك الحل. انا بس عايزة اقولك انتبهي بقي ليه لما تقابلي حد مش متعلم يحاول يجيبلك شغل ويكسب منك ويسبني بسرعة يعني انا كنت اعمل في المحل اللي انا معاه ما بينتوش يارب يطمنك انتي لانه فعلا بيحاول يكسب منك بس انتبهي يا قلبي لو حد كان بيحاول انك تسبه او تتعاطفي مع حد فاول اللزوم هو بيحاول يكسب منك,Informal,622,Informal,134,3615,2022-11-27T22:43:28.980133Z,2022-11-27T22:43:28.980145Z,78.332
39,BLOOM,* حتى الامن يغازلون . . . حرام . . . حاميها حراميها ، طيب,7.1,ar,"* حتى الامن يغازلون... حرام... حاميها حراميها ، طيبها طاميها
نزلها نازلها... يروح ويغدو بها
من لا يروح لها... لا يبغي لها عواديها
من لا يرقي لها... لا يبكي عليها عواديها
نزلها نازلها... نزلها نازلها
ومن لا يغدو بها... يغدو عليها مناديها
فاذا اغدوت بها... نادى النأي منها بواديها ، وان ارحلتها... راح  الارتحال منها واديها
فاذا ارحلت بها... عرس الارتحال وخلانيها ، وان خلوت بها... عرس  الانفراد وخلانيها ، وان انفردت بها... غدت منفردا بها وغادي",Informal,1036,Incohesive,134,3614,2022-11-27T22:42:09.804859Z,2022-11-27T22:42:09.804879Z,5.855
