,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
10,XGLM,"si votre talkin hubby ou autre, je dirais des jouets d'outils pour son véhicule, des",2.9,fr," jouets pour le jardin, des jeux de construction, des jouets de sport, des jouets pour enfant... des jouets de décoration, des jeux d'éveil, des jouets d'éveil musicale...",Informal,4901,Incohesive,8,2527,2022-11-12T17:48:40.974180Z,2022-11-12T17:48:40.974196Z,332.851
11,XGLM,"il y a plusieurs fois que vous aimez le gars, mais pas sûr qu'il vous",2.9,fr,apprécie. vous avez tendance à ne pas regarder les signes qu'il est intéressé par vous. comment faire pour obtenir sa confiance? je vous remercie d'avance.,Informal,4900,Incohesive,8,2526,2022-11-12T17:43:05.375583Z,2022-11-12T17:43:05.375603Z,882.47
12,XGLM,"tous les aînés pensent que les filles de première année sont faciles, c'est triste mais",2.9,fr," cela est vrai. Je pense que les filles en première année ont tendance à se rendre compte de quelque chose lors du troisième trimestre. Ce n’est pas un avantage ou un inconvénient, simplement une réalité.",Informal,4899,Formal,8,2525,2022-11-12T17:28:21.402143Z,2022-11-12T17:28:21.402166Z,82.22
13,XGLM,L'essentiel est de ne pas essayer de revenir à celui qui vous a fait du,2.9,fr," mal ou qui vous a mis dans cette situation. Ne prenez pas le mal de la personne pour vos propres troubles. Même si vous voulez être avec elle, ne l'ignorez pas.",Informal,4898,Formal,8,2524,2022-11-12T17:26:57.510076Z,2022-11-12T17:26:57.510099Z,50.085
14,XGLM,et c'est comment ils vont réagir à elle donc oui sa mauvaise situation pour vous,2.9,fr,et les autres ^^' et si elle avait encore un truc de plus qu'un bébé et que vous avez pas envie de vous occuper de lui que fait vous?,Informal,4897,Incohesive,8,2523,2022-11-12T17:26:06.280270Z,2022-11-12T17:26:06.280287Z,37.602
15,XGLM,"c'est un trafic à deux sens jusqu'à ce que vous les obtenez, vous saurez lequel",2.9,fr," choisir et en choisirez l'un. Vous pouvez être un véritable champion de ce jeu. Si vous jouez pour les enfants, assurez-vous de choisir un jeu d'apprentissage pour eux et offrez à votre enfant une bonne expérience sur le chemin vers la victoire.",Informal,4896,Formal,8,2522,2022-11-12T17:25:27.683886Z,2022-11-12T17:25:27.683902Z,415.748
16,XGLM,"encore une fois, je sais qu'une fois que vous couchez avec lui, il n'est plus",2.9,fr," un ami. Il est devenu un amant. Et si vous n'êtes pas prêt à le laisser pleurer et souffrir parce que vous vous êtes fait avoir, prenez votre vie.",Informal,4895,Formal,8,2521,2022-11-12T17:18:30.812942Z,2022-11-12T17:18:30.812959Z,17.924
17,XGLM,"laissez-le faire le premier pas si vous le faites, il peut vous faire ressembler à",2.9,fr," un animal. Les filles deviennent les amies des garçons lors du premier rendez-vous et même si elles commencent à être jalouses comme les garçons, elles sont toujours de bons conseils. Si la fille ne vous demande pas d'être son amie, il est temps de faire un pas.",Informal,4894,Formal,8,2520,2022-11-12T17:18:11.230222Z,2022-11-12T17:18:11.230245Z,32.193
18,XGLM,Le plaisir comprend manger des repas (pas le petit déjeuner si vous savez ce que,2.9,fr," c'est!). Nous pouvons même venir vous chercher à la station de métro/train qui vous servira pour vous rendre à l'hôtel. Dans le cas d'un week-end prolongé, nous pouvons vous récupérer à la station de métro et vous rendre à l'hôtel.",Informal,4893,Informal,8,2519,2022-11-12T17:17:38.082275Z,2022-11-12T17:17:38.082300Z,309.249
19,XGLM,Hey im désolé je ne sais pas et je vous souhaite bonne chance à tous,2.9,fr," et à toutes.. Je suis une personne qui a commencé à jouer à Diablo2 avec une version 1.15 de l'émulateur Diablo3, et j'ai mis plus de 6 mois pour comprendre qu'il n'y avait pas de compatibilité avec le jeu d'origine sur PC. Il semblerait que le jeu est sorti en 2003 mais aucun support officiel n'a été mis à disposition par Blizzard. J'ai eu l'occasion d'essayer la version console dans le cadre d'un jeu concours organisé par un partenaire de Blizzard mais pour moi il n'est plus possible d'avoir accès à cette version du jeu. Je trouve cela très dommage... Surtout que je trouvais le",Informal,4892,Informal,8,2518,2022-11-12T17:07:53.858740Z,2022-11-12T17:07:53.858756Z,129.94
20,XGLM,"De cette façon, vous ne leur dites pas exactement ce que vous n'aimez pas vraiment",2.9,fr," mais vous leur montrez votre désaccord, ce qui est très important, à condition que cela soit subtil. En d'autres termes, vous voulez qu'ils vous soumettent un compromis.",Informal,4891,Formal,8,2517,2022-11-12T17:05:42.438850Z,2022-11-12T17:05:42.438873Z,25.933
21,XGLM,assurez-vous que vous ne la détestez pas vous juste obtenir votre point à travers lui,2.9,fr,". Vous ne. Voulez pas seulement d’un homme qui est capable de se sentir bien et. Qui est là pour vous deux, vous étiez un certain temps, il existe. Une personne qui leur vie. vous devez lui faire. L'amour, il s'agit de rencontres, vous devez faire du sexe le sexe et les hommes ont rencontré.",Informal,4890,Incohesive,8,2516,2022-11-12T17:05:15.450432Z,2022-11-12T17:05:15.450455Z,66.51
22,XGLM,Les règles les plus sûres de rencontres en ligne sont les suivantes : 1. chat,2.9,fr,"tez avec vos amis, et faites en sorte qu'ils chattent avec vous. 2. ne vous fiez pas aux apparences. 3. ne vous méfiez pas des profils trop mignons. 4. ne vous fiez pas au nom",Informal,4889,Informal,8,2515,2022-11-12T17:04:07.210008Z,2022-11-12T17:04:07.210025Z,23.347
23,XGLM,"mais je ne htink pas qu'en ne faisant pas l'amour avec lui, il deviendra infidèle",2.9,fr," au bout de 5 minutes? c'est une fausse impression? parce que je n'en ai pas de toutes façons, c'est pas pour tout de suite.",Informal,4888,Incohesive,8,2514,2022-11-12T17:03:42.774457Z,2022-11-12T17:03:42.774480Z,132.225
24,XGLM,si vous avez l'air effrayant et que vous avez l'air.. ils penseront tous que vous,2.9,fr,êtes terrifiant. Le problème est que vous avez l'air effrayant.. Le problème est que vous avez l'air effrayant.. Pourquoi les filles sont-elles si attirées par les hommes si effrayantes?.,Informal,4887,Informal,8,2513,2022-11-12T17:01:28.197105Z,2022-11-12T17:01:28.197129Z,154.638
25,XGLM,"si vous êtes heureux, elle devrait être heureuse, à moins qu'il ne soit vraiment mauvais",2.9,fr,". Ce que je veux dire, c'est être dans une relation où vous êtes en harmonie avec votre partenaire et qui vous donne l'envie de vous amuser, si vous êtes heureux avec votre partenaire, ça devrait l'être aussi, en tout cas, pour moi. »",Informal,4886,Informal,8,2512,2022-11-12T16:58:52.473657Z,2022-11-12T16:58:52.473674Z,217.171
26,XGLM,"CE QUE VOUS VOULEZ EST UNE PROSTITUÉE, VOUS POUVEZ LE TROUVER DANS N'IMPORTE QUEL COIN",2.9,fr," DE MONDE. TOUTES LES MAINS CACHES SONT VUES ET VEULES POUR VOUS, EN FRANCE OU A L'ETRANGE.",Informal,4885,Incohesive,8,2511,2022-11-12T16:55:13.510221Z,2022-11-12T16:55:13.510247Z,62.178
27,XGLM,"Amusez-vous, et n'oubliez pas de ne jamais être aussi à l'aise que vous savez toujours",2.9,fr," aller. Pour la plupart des personnes qui ont le stress au sein de la vie de tous les jours, un autre risque majeur est de développer des problèmes de santé physique et mentale.",Informal,4884,Informal,8,2510,2022-11-12T16:54:09.706020Z,2022-11-12T16:54:09.706045Z,265.365
28,XGLM,"Puis quand elle commence à fermer les yeux, l'embrasser dans les lèvres et ensuite c'est",2.9,fr,là où l'injustice de l'histoire commence... Une injustice qui est la cause de beaucoup de souffrances et de malheurs dans le monde...,Informal,4883,Formal,8,2509,2022-11-12T16:49:42.112784Z,2022-11-12T16:49:42.112806Z,18.411
29,XGLM,je veux dire si dans votre pays il y a un système de messagerie courte,2.9,fr," (env. 10 mots) je ne vois pas l'utilité de vous en servir. Ce n'est pas un simple message du genre : "" j'ai fini les travaux!! "", c'est un message structuré et bien écrit. On ne peut pas vous envoyer un message du genre : "" j'ai un chien qui me suit dans les transports en commun!""",Informal,4882,Incohesive,8,2508,2022-11-12T16:49:22.422097Z,2022-11-12T16:49:22.422118Z,305.857
30,XGLM,"vous ne regardez pas, juste sortir et amusez-vous et amusez-vous et un gf viendra le",2.9,fr," temps a été. L'utilisation du. Soyez précis et la plupart des femmes sont. Plus de trouver le faire semblant de la confiance se produise, les femmes qui est un. Vous êtes vous avez vous même si vous devriez pas un homme qui se vanter de la façon de rencontres.",Informal,4881,Incohesive,8,2507,2022-11-12T16:44:14.972303Z,2022-11-12T16:44:14.972319Z,33.104
31,XGLM,u sonne comme une personne très charmante donc ne laissez pas certaines de ces copines,2.9,fr,vous décourager! bon courage ^^ pour ton ptit bout d'amour. Bonne fin de journée! Bisous!♥♥♥♥♥♥♥,Informal,4880,Informal,8,2506,2022-11-12T16:43:40.078582Z,2022-11-12T16:43:40.078602Z,24.285
32,XGLM,20 ANS SUR LA ROUTE QUI EST TOUT CE QUE VOUS POUVEZ ÊTRE ALORS COMMENCEZ,2.9,fr," LE MONDE AU POINT OÙ VOUS ÊTES LE PLUS DERRIÈRE, QUELQUE CHOSE VRAIMENT IMPORTANTE À FAIRE. »",Informal,4879,Incohesive,8,2505,2022-11-12T16:43:14.714332Z,2022-11-12T16:43:14.714354Z,18.136
33,XGLM,Tu veux vraiment passer le reste de ta vie avec quelqu'un avec qui tu discutes,2.9,fr," tout le temps et qui te dit toujours oui? (Et bien c'est vrai hein?) Mais non, tu préfére sortir avec un mec qui fait une crise de panique quand il y a une petite dispute ou un accrochage dans le train? En général, il ne te dit pas non. C'est souvent la petite voix qui te dit toujours non.",Informal,4878,Informal,8,2504,2022-11-12T16:42:55.386208Z,2022-11-12T16:42:55.386231Z,17.385
34,XGLM,"tout sur elle, et non il ne devrait pas être quelque chose qui arrive à",2.9,fr," la vue des femmes. D'une façon générale, il est une très forte. La raison pour laquelle il est si important est que, si elle est ennuyeuse, il sera difficile d'être heureux avec elle et de créer un bon couple.",Informal,4877,Incohesive,8,2503,2022-11-12T16:42:36.831815Z,2022-11-12T16:42:36.831839Z,67.01
35,XGLM,Dis-lui ce que tu veux vraiment... c'est ce qu'ils me disent mais n'ont jamais eu,2.9,fr,à me le dire. Je ne suis pas leur sujet d'étude... J'ai juste besoin de savoir quel est le chemin que je dois prendre.,Informal,4876,Informal,8,2502,2022-11-12T16:41:28.098839Z,2022-11-12T16:41:28.098862Z,49.974
36,XGLM,"Le plus souvent (pas toujours) qui sera les gars autour de votre âge, donner ot",2.9,fr,krovyvanie à la place de la. Personne de toute la plupart des sites de rencontres en. Tant que vous et une bonne chose de votre vie sexuelle ou quoi faire.,Informal,4875,Incohesive,8,2501,2022-11-12T16:40:37.334977Z,2022-11-12T16:40:37.335000Z,11.527
37,XGLM,"Il y a des tonnes d'idées bon marché là-bas, il suffit de trouver ce que",2.9,fr,vous cherchez. Vous pouvez trouver des articles de mode de haute qualité à bas prix. Leur prix est également plus faible que dans les magasins de grandes surfaces.,Informal,4874,Formal,8,2500,2022-11-12T16:40:24.712054Z,2022-11-12T16:40:24.712073Z,34.763
38,XGLM,Si tu veux ta petite amie pour toujours... alors ne lui dis pas que tu,2.9,fr,vaux mieux que tout le monde - Comment l'arrêter de penser à elle... ️ https://t.co/j6Yj6N7a6N,Informal,4873,Incohesive,8,2499,2022-11-12T16:39:48.106730Z,2022-11-12T16:39:48.106746Z,5.674
39,XGLM,Et n'importe quel gars qui se montre qu'il veut ne pas être tout à fait,2.9,fr,". Un sens pour garder vos enfants ont commencé par conséquent, de la première date est essentiel de savoir ce qui. Y a beaucoup plus de vous avez déjà établis dans le sexe avec l'amour se sentir. Mieux ou à un lieu de plus et se sentent plus. De rencontres pour que vous êtes vous.",Informal,4872,Incohesive,8,2498,2022-11-12T16:39:40.914557Z,2022-11-12T16:39:40.914579Z,219.75
40,XGLM,"tenir ses mains, regarder vers ses yeux et le dire, mais seulement le dire si",2.9,fr," l’autre est dans le même état. S’il est fatigué, ne vous fatiguez pas à lui dire combien il est beau. Vous le savez, ce n’est pas votre faute, mais vous savez à quel point vous êtes fragile.",Informal,4871,Formal,8,2497,2022-11-12T16:35:59.793574Z,2022-11-12T16:35:59.793598Z,50.824
41,XGLM,"S'il vous plaît faites.. je pense que vous seriez giflé à mi-portée, ou coups de",2.9,fr," poing, vous avez dit, je ne m'en souviens pas! Vous pensez qu'elle était juste un peu trop tôt pour aller pour vous dire que tout est arrangé? Je suis désolée, mon ami, mais je ne suis pas une personne pour les femmes qui veulent le mariage immédiatement, ce n'est pas moi. Cependant, j'ai eu des femmes qui m'ont dit que leur mari était un homme merveilleux parce qu'ils se mariaient avant qu'ils ne l'ont vraiment rencontré, donc je ne veux pas vous dire que vous ne devriez pas aller.",Informal,4870,Informal,8,2496,2022-11-12T16:35:07.944336Z,2022-11-12T16:35:07.944355Z,153.557
42,XGLM,"Dang il, si seulement chaque homme savait ce que les femmes veulent le monde serait",2.9,fr,plus humain et mieux!!! Je suis sur que c'est le cas même si certains hommes ne veulent pas se rendre compte que leur femmes en ont marre d'être sous-estimer et que ce n'est pas à cause qu'elles sont belles que la vie est tellement plus simple!,Informal,4869,Informal,8,2495,2022-11-12T16:32:32.302904Z,2022-11-12T16:32:32.302986Z,53.67
43,XGLM,"alors prenez-le jour après jour, étape par étape.Pensez à la façon dont il a perdu",2.9,fr,du poids pendant la grossesse et à la santé de l'enfant. Les avantages de la pilule contraceptive. Vous avez décidé de réduire le risque de grossesse. Les avantages de la pilule contraceptive sont reconnus au travers du monde.,Informal,4868,Formal,8,2494,2022-11-12T16:31:36.893046Z,2022-11-12T16:31:36.893074Z,111.24
44,XGLM,Je ne me souviens jamais avoir donné un cadeau de Cristmas à une fille à,2.9,fr," qui j'avais des réserves, mais je les gardais. Le seul cadeau que j'ai jamais donné à un ami, c'est une médaille en argent, parce que la plupart des gens ne savent pas qu'on peut être gay. C'est un cadeau que je garde pour moi, pour que je puisse me rappeler que j'ai été gay en tant que gay.",Informal,4867,Incohesive,8,2493,2022-11-12T16:29:43.566406Z,2022-11-12T16:29:43.566428Z,105.809
45,XGLM,mais c'est à sa façon... vous pourriez essayer comme ça ou vous pouviez juste garder,2.9,fr,le nom... c'est un bon début... sinon ça serai bien si tu écrivais des messages en plus de celles que tu fais sur le forum... ^^,Informal,4866,Informal,8,2492,2022-11-12T16:27:56.501462Z,2022-11-12T16:27:56.501486Z,10.131
46,XGLM,"donc id dire, ils ne fonctionnent pas, juste pas beaucoup de fois... J'espère que cela",2.9,fr," viendra a leur avantage, et que ca va fonctionner plus souvent!! De rien. :) C'est bien. :) Je sais que c'est un peu difficile de s'inscrire sur un site ou il faut s'inscrire pour pouvoir poster, mais bon, j'ai tout à fait compris les raisons des gens qui l'ont fait. Mais quand même...",Informal,4865,Informal,8,2491,2022-11-12T16:27:44.150907Z,2022-11-12T16:27:44.150931Z,4.164
47,XGLM,Peut-être que vous et moi pourrons nous réunir un jour et nous trouverons l'amour les,2.9,fr,uns pour les autres. Peut-être que nous pourrons être ensemble et que nous serons heureux. Je voudrais que vous sachiez que je suis très reconnaissante à Dieu pour cette rencontre. Ce que Jésus a fait pour nous m'a rendu forte.,Informal,4864,Formal,8,2490,2022-11-12T16:27:38.093082Z,2022-11-12T16:27:38.093104Z,12.201
48,XGLM,vous devriez apprendre à la connaître et tôt ou tard vous lui demanderez de sortir,2.9,fr,". De tout ce qui ne lui convient pas, elle vous dira de faire des efforts pour lui plaire et de vous faire confiance. Si elle vous aspire à ce moment, vous pourrez lui prouver que votre relation est solide et que vous êtes prêt à supporter les frustrations de la vie.",Informal,4863,Formal,8,2489,2022-11-12T16:27:24.344485Z,2022-11-12T16:27:24.344506Z,19.736
49,XGLM,Si vous les gars vraiment aimer les uns les autres alors vous pouvez travailler tous,2.9,fr," ensemble afin de réaliser une belle rencontre. Le but est de réaliser une belle rencontre et d’élargir son cercle d’amis. De plus, vous profiterez de cette belle aventure et vous aurez plein d’amour, de tendresse et de joie dans votre vie.",Informal,4862,Formal,8,2488,2022-11-12T16:27:03.333915Z,2022-11-12T16:27:03.333938Z,14.098
50,XGLM,Je me sens mal parce que je sais que je ronfle parfois — la plupart,2.9,fr," du temps je ne l’entends pas au lit, mais parfois, c’est tout. Je ne sais pas pourquoi, mais je me sens trahie.",Informal,4861,Informal,8,2487,2022-11-12T16:26:47.711823Z,2022-11-12T16:26:47.711845Z,41.703
51,XGLM,je flirterais et envoyais des fleurs et des bonbons à moi et puis il me,2.9,fr,dit ne s'était même pas rendu compte de la présence de son père car il était trop occupé à regarder sa femme.... je me suis rendue compte que c'était une femme avec qui j'ai eu un enfant et qui a vécu avec son mari et son enfant.,Informal,4860,Formal,8,2486,2022-11-12T16:26:05.045799Z,2022-11-12T16:26:05.045824Z,68.781
52,XGLM,Je veux dire le pire -le pire absolu - est qu'elle dit non.Prenez une chance,2.9,fr,. Elle n'a pas d'âme. Elle a des envies et des besoins. Elle agit en conséquence. Elle est une proie.,Informal,4859,Informal,8,2485,2022-11-12T16:24:54.673156Z,2022-11-12T16:24:54.673173Z,26.14
53,XGLM,"Je suis avec cette fille depuis 8 mois et on ne s'est pas embrassés, c'est",2.9,fr," vrai que je suis timide. Je vois qu'elle me plait et je sais qu'elle me plait, pourquoi ne pas me la faire embrasser? Elle a des cadeaux en plus ;)",Informal,4858,Informal,8,2484,2022-11-12T16:24:27.158268Z,2022-11-12T16:24:27.158293Z,12.35
54,XGLM,"écouter il est que facile.Je suis arrivé avec mon ex-petit ami en 2e année, puis",2.9,fr," nous avons perdu nos parents. Il est très difficile. Il voulait de l'argent, mais il n'a pas et pas de ressource. Ils ont eu un petit ami de 6 mois à ce moment-là.",Informal,4857,Informal,8,2483,2022-11-12T16:24:13.521811Z,2022-11-12T16:24:13.521829Z,14.076
55,XGLM,je suis au collège et il est ma seule source de revenus jusqu'à ce que,2.9,fr,je commence à travailler. Il y a plus de 6 mois que j'ai eu ma première paye et j'ai un petit peu de difficulté à la régulariser mais je vais y arriver.,Informal,4856,Informal,8,2482,2022-11-12T16:23:58.328365Z,2022-11-12T16:23:58.328387Z,49.754
56,XGLM,Une image de la forme d'un cœur avec vous et elle quand vous deux la,2.9,fr," plupart. D'entre eux est un match parfait vous a pas le fait pour les femmes veulent de. Près d'internet est un homme comme vous et votre homme qui le. Monde occidental à l'église, mais ne le mariage, il dit elle.",Informal,4855,Incohesive,8,2481,2022-11-12T16:23:07.600466Z,2022-11-12T16:23:07.600489Z,19.094
57,XGLM,Tu dois y penser et ça devrait t'aider à voir si tu peux lui faire,2.9,fr," confiance ou non en fait! Il est super sympa, j'en suis déçue, mais je ne peux pas tout lui dire je crois...",Informal,4854,Informal,8,647,2022-10-31T14:57:14.103180Z,2022-10-31T14:57:14.103195Z,3.49
58,XGLM,"Je ne peux pas vous donner une vue de femme, mais j'espère que la mienne",2.9,fr," sera quand même assez attrayante pour vous. Je ne vais pas vous mentir. Pour l'instant, j'ai une bonne excuse. En fait, je vais vous dire pourquoi vous ne pouvez pas la voir.",Informal,4853,Informal,8,646,2022-10-31T14:57:10.221767Z,2022-10-31T14:57:10.221783Z,11.464
59,XGLM,"Échanger des lettres, des e-mails, discuter en ligne, parler par téléphone, envoyer des colis... Restez",2.9,fr,connecté(e) à l'actualité du jour. A la Une de l'actu avec la newsletter CharenteLibre.fr.Voir un exemple,Informal,4852,Formal,8,644,2022-10-31T14:56:58.391649Z,2022-10-31T14:56:58.391665Z,12.766
60,XGLM,"Fondamentalement, si elle est si ivre qu'elle devient un slob/ou une salope alors oui c'est",2.9,fr," un problème qui est bien plus grave que les ""oui et non"" qu'elle peut m'oncer. Si elle est vraiment ivre et incapable de faire la différence entre elle et le monde réel alors elle doit être évacuée en urgence.",Informal,4851,Formal,8,643,2022-10-31T14:56:45.251157Z,2022-10-31T14:56:45.251174Z,19.148
61,XGLM,"bien s'ils vous ont donné leur numéro de téléphone, vous n'avez pas à attendre du",2.9,fr," coup qu'ils vous appellent. Le mieux est de répondre au bout de quelques heures. Si vous n'avez pas reçu de réponse, vous pouvez également envoyer un message au sujet de la réservation.",Informal,4849,Formal,8,638,2022-10-31T14:56:05.945181Z,2022-10-31T14:56:05.945196Z,26.517
62,XGLM,"oui, c'est normal parce qu'ils sont beaucoup de gens qui aiment encore certains avec lesquels",2.9,fr," ils se sont retrouvé quand ils se sont connus et cela leur fait du bien de revoir certaines personnes, alors qu'un ami qui se connaît de longue date, ça peut être parfois un peu triste de le voir disparaître.",Informal,4848,Formal,8,637,2022-10-31T14:55:38.322065Z,2022-10-31T14:55:38.322082Z,20.084
63,XGLM,"C'EST VOTRE CHOIX DE NE PAS EN HAÏR UN, JE N'AIME PAS QU'ILS DISENT LE",2.9,fr," MONDE EN PARLE! SI VOUS N'AVEZ PAS DIT QUE L'OPINION DE MOINS DE LA SEMAINE EST FOU, VOUS N'AIMERREZ PAS FAIRE LEUR PROPRE OPINION! SI VOUS SOYEZ FOU, VOTRE OPINION POURRA FAIRE CHOSE À LA SEMAINE.",Informal,4847,Informal,8,634,2022-10-31T14:55:17.421344Z,2022-10-31T14:55:17.421360Z,3.098
64,XGLM,S'il NE PEUT PAS alors l'emmener à un endroit où ils ont des ralentissements (rendez-vous,2.9,fr," médical, urgences, centre hospitalier, urgences pédiatriques, etc.), ce qu'il y a de plus important est d'obtenir l'avis d'un médecin (même s'il est d'accord de partir avec votre bébé) en attendant que les ralentissements s'arrêtent.",Informal,4846,Formal,8,633,2022-10-31T14:55:13.919881Z,2022-10-31T14:55:13.919897Z,42.591
65,XGLM,si elle l'aime qu'elle ne pas comme u la larguer n'est pas de sa faute,2.9,fr,en plus elle l'aime elle est la plus heureuse quand lui elle la deteste quand elle la quitte elle la perd je m'en fou je ne crois pas qu'elle se prenne la tete avec lui,Informal,4845,Informal,8,628,2022-10-31T14:54:30.575218Z,2022-10-31T14:54:30.575241Z,9.309
66,XGLM,alors vous pourriez être juste en train de regarder le genre d'hommes qui pensent le,2.9,fr,même que vous! Et vous avez encore l'air d'être trop occupé à penser à la femme la plus parfaite que vous pouvez avoir... Vous manquez de temps!,Informal,4844,Informal,8,626,2022-10-31T14:54:20.311917Z,2022-10-31T14:54:20.311934Z,11.544
67,XGLM,Eh bien si vous aimez vraiment ce gars sourire et faire une belle conversation avec,2.9,fr," elle, vous pouvez le rejoindre sur notre site Web en cliquant sur le lien ci-dessous. Cela ne vous coûtera que le moment où vous y êtes, et vous serez en mesure de profiter des meilleurs services de rencontre en ligne pour des rencontres directes avec un gars de votre ville.",Informal,4843,Informal,8,625,2022-10-31T14:54:08.391381Z,2022-10-31T14:54:08.391398Z,14.051
68,XGLM,"Je ne pense pas que ce soit une bonne idée, je ne suis pas là",2.9,fr," pour parler de mes pratiques sexuelles, je ne suis pas là pour vous expliquer mon monde, c'est une façon de vous faire découvrir une partie de mes envies.",Informal,4842,Informal,8,624,2022-10-31T14:53:53.959328Z,2022-10-31T14:53:53.959345Z,10.443
69,XGLM,mais si vous êtes sûr alors dites d'abord à vos parents si vous n'avez pas,2.9,fr,le choix ils ne vont pas se gêner de vous donner votre portable il est très important et ne vous le demandez pas avant qu'ils vous l'offrent.,Informal,4841,Informal,8,623,2022-10-31T14:53:43.105887Z,2022-10-31T14:53:43.105909Z,15.931
70,XGLM,vous ne nous avez pas donné de très bonnes informations/ vous vivez tous dans une,2.9,fr,certaine illusion/ vous avez un besoin d’information pour vous rendre maîtres de votre corps/ le corps est une représentation artificielle de l’esprit/ et l’esprit est une représentation artificielle de votre corps/,Informal,4840,Formal,8,621,2022-10-31T14:53:26.303844Z,2022-10-31T14:53:26.303866Z,21.901
71,XGLM,"Si vous sentez que votre amour s'estompe, ne vous asseyez pas là et ne faites",2.9,fr," pas de réflexions à voix haute, prenez les devants et ayez une conversation. Faites donc des compliments, parlez de vos projets de futur.",Informal,4839,Formal,8,619,2022-10-31T14:53:03.223107Z,2022-10-31T14:53:03.223124Z,22.025
